ID,IDADE,SALARIO_ANUAL,SITUCAO_MORADIA,ANOS_EMPREGO,MOTIVO_EMPRESTIMO,RANKING_EMPRESTIMO,VALOR_SOLICITADO,TAXA_DE_JURO,RISCO_INADIMP,EMP_VS_RENDA,HISTORICO_INADIMP,ANOS_DE_CREDITO
cigfqpMS-mfhxYmH7g6CT-P9aUyBBlFiJT-Ii2J,26,48000,Hipotecada,10,"Melhora do lar",A,4000,5.42,0,0.08,N,2
CIgpq6zv-ivZ4L1PAn5bR-2DEljbs6YNEk-hd8H,24,80400,Hipotecada,5,Pessoal,A,12000,5.79,0,0.15,N,2
cigslZL9-FuR6YigEd6EW-3nNOmgYgRJAm-FGcl,31,50402,Hipotecada,4,Pessoal,C,3000,13.22,0,0.06,N,9
Cih1crxJ-MM5i2DeBU9cn-a9YN4iOALaub-rou8,26,42000,Hipotecada,4,Médico,B,15000,11.26,0,0.36,N,4
ciHiejwC-4qWyhCcHogA3-nlt89NbPqxSY-nXer,22,36000,Hipotecada,3,"Pagamento de débitos",D,7000,14.84,1,0.19,N,3
cIHTt7nZ-37RcrljXLDiA-brnIpzJgPuxN-JFXr,21,32000,Alugada,5,Educativo,A,7200,5.42,0,0.23,N,4
ciIWSO45-rELGxOTkAU0u-CdmDFh6BPsJU-CmNZ,22,27000,Alugada,5,"Pagamento de débitos",B,2925,10.71,0,0.11,N,3
cijE0Sva-0wN9N8ATIDo7-TJFSrhUFpAbX-9d0M,43,125000,Alugada,4,Educativo,A,3250,7.49,0,0.03,N,16
CIjMSjRt-rs0ywGD9e56p-bC6KzAEM5be1-k8Rw,25,77650,Alugada,8,Pessoal,B,22000,11.48,1,0.28,N,3
CiJTPMim-ZKj58bbNbdnD-y00Bfx0m1ntw-iGO7,25,45000,Hipotecada,0,Empreendimento,B,17000,11.89,0,0.38,N,2
CIK4rd8p-TM7UDqAti7NM-t3ozneE8TNqG-rgHe,28,115000,Hipotecada,6,"Melhora do lar",A,10000,8,0,0.09,N,8
Cik527Ym-klSxqZQMbZU7-WiaWKt0Dy6sa-H48L,25,112000,Hipotecada,0,"Melhora do lar",A,16000,6.99,0,0.14,N,4
CIkpGiO1-hAWee5dgXC1H-6nQ7FQEjyKah-41FO,35,117000,Alugada,8,Pessoal,A,15000,9.63,0,0.13,N,8
cikxDXAu-Ix6su3qeYCYM-qCwyGTfuhamB-TbA9,28,66725,Alugada,3,Médico,D,9000,16.29,1,0.11,N,8
CiLqgdD7-rf5MyXiU5f8L-AwAYW02M0FRW-teIQ,28,62000,Alugada,0,"Melhora do lar",A,15000,7.9,0,0.24,N,10
ciMcNCin-MjAvElfsGRUA-d7z6fnv1KBzW-ftBG,46,185000,Hipotecada,22,Empreendimento,B,20000,11.36,0,0.11,N,15
CiNprrCo-mIYfOxrTveEo-x6jOfm1npr1z-ZsMT,30,51750,Própria,5,Empreendimento,B,12000,11.14,0,0.23,N,10
CIObrSd0-epGtjrYkSwcW-NYbe7Lwbi3gM-xq2F,27,32000,Hipotecada,11,"Pagamento de débitos",D,1000,16.29,1,0.03,S,10
ciPiczey-oxF4076NqaCA-1i3HAouBouRS-LkSl,49,120000,Hipotecada,12,Médico,B,12000,10.99,0,0.1,N,12
cIqKOSTI-DsD71i24193Z-bXPopkMfboGR-pTqp,34,60353,Alugada,13,Pessoal,B,8500,10.65,0,0.14,N,8
CItUaPht-qQDSXm206UXZ-TtEppCtJ8HG0-x68T,24,40000,Alugada,5,Educativo,B,8000,9.88,1,0.2,N,2
cIugDUB4-TXRLtgDXdZJy-PYx3Lw2Of0Y5-QHXU,29,45000,Hipotecada,13,Educativo,A,13000,9.63,0,0.29,N,9
cIwLvzhW-qRTQK2ewknKD-7GWdxSzazxrs-Psam,25,28500,Alugada,0,"Pagamento de débitos",B,7000,10,0,0.25,N,3
ciWsNzPc-gHO7zEBbH1uu-97d3l2ANcHIa-5OrE,27,80000,Alugada,5,"Melhora do lar",A,16000,7.49,0,0.2,N,8
CIYSQOaF-d6sJ1qnFkIoY-KhI5T8ZmymFs-3Xo6,33,84000,Alugada,2,Empreendimento,E,15000,16.7,1,0.18,N,9
cIzUaFEI-YJ8LSEmtucbZ-dnlEOMNU0b1u-ul8Q,23,55000,Alugada,5,"Pagamento de débitos",B,20000,12.53,1,0.36,N,2
Cj011eTl-tRQ8exGLYNG9-F5AfBcu4ybsF-SLcM,36,24000,Alugada,1,Educativo,B,5000,10.36,0,0.21,N,17
Cj1WXY6A-ohOgAfDpD6wC-FtYnofFfsqH7-fptC,32,106000,Hipotecada,12,"Melhora do lar",A,12000,5.79,0,0.11,N,8
Cj4ILlhx-fSNs9u3Fx4Hb-4o3HLIF10O0I-0QAd,26,47000,Alugada,2,Empreendimento,B,8400,11.83,0,0.18,N,4
cJ6orLY1-Lwoz4TRQe96Q-taksLbifigG4-q85i,31,54050,Alugada,8,Educativo,B,12000,10.99,0,0.22,N,9
CJ71g927-rHqhfMMoI17J-Lix3WNAj1q75-mmXb,22,33996,Alugada,1,"Pagamento de débitos",B,8000,10.51,1,0.24,N,3
cj7a4Hfg-pf2PpGAjIxfE-wuq0Ah8luD2L-WU85,26,45000,Alugada,3,Médico,B,1500,10.25,0,0.03,N,4
CJ8531db-dSMFuvHpQSG6-dJSfJNpvSfFB-PENF,28,53040,Alugada,6,"Pagamento de débitos",A,1700,8.49,0,0.03,N,8
CjbfZANO-i1h6tsDD3atp-iiYj75qt3o7I-ias0,30,76500,Alugada,11,Médico,D,12000,17.27,1,0.13,N,10
CjcC3hLa-cJPXR7vkXi2F-iJKFEbHgIqLz-eiyY,23,42000,Hipotecada,7,Educativo,D,10000,14.59,0,0.24,S,2
cjemC2Db-QnjqTo1lxalS-NNcR2NN7Om5c-qlBb,25,75000,Hipotecada,5,"Pagamento de débitos",B,10000,10.74,0,0.13,N,4
CJh79SB7-zpf1Ez8jCI9U-LdE4uEIrHQ5A-8LQT,21,50000,Alugada,4,Educativo,B,7300,11.71,0,0.15,N,3
CjhffvPM-qRRHzuE3USEB-ClAUn7pkC7Js-f4LL,22,63600,Própria,1,Empreendimento,A,4000,6.76,0,0.06,N,2
CjiSkbK0-9QTtLuOdj7YG-v4KtoEhZByv0-WpEM,45,55000,Alugada,17,Empreendimento,B,12000,9.91,0,0.22,N,12
CJKlIwQB-DnBNhlaQ8I35-Xff1ojAt7jxc-4opl,23,57504,Hipotecada,1,"Pagamento de débitos",A,9000,6.54,0,0.16,N,3
cJkUl2lQ-jkXyBKb2qERP-nzTP1Y6zTYqM-v9CB,23,50129,Hipotecada,7,Empreendimento,A,11400,7.29,0,0.23,N,2
CjogZ37P-IhFA0n41vAnW-pDoFsOYevoDY-l8X1,34,80300,Hipotecada,3,"Melhora do lar",C,15000,12.73,0,0.19,S,10
cJOH60mt-jFEInzM0nkTB-cjy7bg8v0kvr-PjJh,22,37000,Alugada,0,Pessoal,B,7000,10.95,0,0.19,N,4
cjPOJqMO-pBxxhdNgonaS-xe8KTrnoywjH-yTeR,25,25000,Alugada,3,Médico,A,6325,8.9,0,0.25,N,4
cJqFhXU6-EuUQXEGKTvc7-h9dwRAhC5Ps6-WJRw,22,41600,Hipotecada,2,Educativo,D,3000,15.05,0,0.07,N,3
CjQhulmY-EBM2ML3rq8EC-2mLyv8ELmd7e-aAzA,31,40000,Alugada,2,Empreendimento,C,10000,11.41,0,0.25,N,5
cJrbyUu4-fbTJGwuEAhBB-9qai7fHWeGqO-Pm6Z,26,115000,Hipotecada,5,Empreendimento,B,6000,10.75,0,0.05,N,2
cJRjCqXx-cLlzNATFjHgO-5Ql96g4mlxFD-vqpl,22,33000,Hipotecada,4,Educativo,C,12500,14.26,0,0.38,N,2
cjscvpxO-2C1mhoJhg0Nr-sHYCqvidFYvp-1YNG,28,33000,Alugada,2,Pessoal,A,6000,7.9,0,0.18,N,6
cjWn6f06-IjfuNtXnMPRI-vD8etXXKWtAT-voCX,24,68000,Alugada,5,Médico,D,15000,15.58,1,0.19,S,4
cjxoONg3-vuvD8EwcsgMx-htCwY0CWRFZv-ehnG,66,38400,Alugada,14,Médico,A,11000,5.42,0,0.29,N,19
cjyarGu2-56uUWAsBqp5S-3F0DTPXA1m0i-8WJW,33,68736,Alugada,8,"Melhora do lar",D,1200,16.29,0,0.02,N,9
cjzSQUi7-mlfN5CickAZK-BHjj34Liv0Gk-2eOw,30,300000,Própria,14,"Melhora do lar",B,35000,10.59,0,0.12,N,10
Ck2k6Ex1-gl1uqJl56mhg-Qws5pBceleGX-PA9I,23,52000,Alugada,3,Educativo,B,7000,10.65,0,0.13,N,2
cK5CoBDd-SCvNYD9hBopG-ZnSwU4IiEqe5-uRWj,32,170000,Hipotecada,16,Empreendimento,A,6000,7.9,0,0.04,N,8
Ck5gjqvf-JkSKso2KcvSJ-uHcZ054CCF9Q-tkTQ,26,80004,Hipotecada,4,Educativo,B,15000,11.86,0,0.19,N,3
Ck91EiIg-yc1EQHQXzIs8-hfqfaZj4qHtP-aHfE,36,54996,Alugada,4,Médico,C,10000,13.47,0,0.18,N,13
CKBBtBay-k3oMutUA0wo3-gP8MjRl02xH4-Ata4,32,61000,Alugada,4,"Pagamento de débitos",B,17000,11.49,0,0.28,N,5
ckBh0Am8-fkkSyktEkNqD-iMB3sou7bW74-WFgj,25,54000,Alugada,0,"Melhora do lar",C,10000,15.23,1,0.19,N,4
ckC4PvZv-WlzNyXK4SBIt-AKE65wxCiuk1-c3TY,31,34000,Hipotecada,3,Educativo,C,10000,13.85,1,0.29,S,6
cKCz0Iqk-u8rtIgtjGKja-amHn7e1ziARE-YKu2,32,61000,Hipotecada,3,Pessoal,A,2000,7.9,0,0.03,N,7
CKd5LBO2-PzU5bGq8Bgha-ZKw6cpO7Ak7h-PXJT,55,50000,Alugada,2,"Melhora do lar",A,20000,7.51,1,0.4,N,30
CkfqusBX-I04s2LResaAN-YLJmdnsFsJ5X-FLUC,43,77000,Hipotecada,3,Educativo,A,12000,5.99,0,0.16,N,16
CkhutU6u-HhMtpHWKI8Xk-nnTLR7ibKOuM-9Gw5,22,18204,Alugada,2,"Pagamento de débitos",B,2500,11.89,0,0.14,N,4
CKidJphv-kiffuERp2GPk-HQmvqN84qEs7-GhJa,24,170000,Hipotecada,8,Educativo,B,5000,11.71,0,0.03,N,3
cKjqC2DG-tzcqzyZe4ndg-d9o4ejyaKeAm-oxfU,37,146000,Hipotecada,5,"Pagamento de débitos",C,10000,13.99,0,0.07,S,16
CKk4qYy8-wKFS038D55xc-25rpSL7iDhdB-yU97,22,52500,Hipotecada,6,"Pagamento de débitos",C,8000,15.23,0,0.15,N,3
ckKbgFAY-XmifJfU1UGrk-RmarP9IirhWv-Rjlr,33,95000,Hipotecada,17,Médico,A,3600,8.49,0,0.04,N,10
ckL2FSJa-qaiurq0T3jAw-KRgukGGHQ2a6-dyKK,32,80000,Hipotecada,15,Empreendimento,A,12000,5.99,0,0.15,N,8
CKlWFP0b-WHZR0FK0TMxz-Wu7Z1MsoCyyE-eeaE,22,40058,Hipotecada,5,Empreendimento,B,6000,9.91,0,0.15,N,2
cKNwu1QM-dr6LgOO9mbFF-kEqYTcbYUW4T-r5uP,27,52800,Alugada,2,Empreendimento,B,8400,11.86,0,0.16,N,10
ckOFiu3G-U5fzLpMr5W6z-49jmMFaAfzhn-BfyR,23,45000,Hipotecada,2,Educativo,B,10000,11.11,0,0.22,N,3
ckRRlKbM-SqNubY7Zte8B-e5d3A0KFvL9Z-m82G,35,17280,Alugada,6,Educativo,D,7200,12.36,1,0.42,N,5
CKs9fcFt-lKak8jeZpsMI-BSUoUNsDkOlE-ImQH,23,29000,Alugada,1,Empreendimento,A,6000,5.99,0,0.21,N,3
cKtSSWTX-F6wb1bMRJhhv-QYtC5gZbx7TB-BYIY,23,83000,Hipotecada,5,"Pagamento de débitos",D,5000,14.61,1,0.06,N,2
CKUHsc4m-JJ9wUBy35Czx-9ALZKyxD3f6Q-xH94,33,77100,Alugada,6,"Pagamento de débitos",A,35000,8.49,1,0.45,N,9
CKvcxJo1-WSqgiRtCPxxF-lm6xM1kfZqPg-p5DD,38,81000,Hipotecada,0,"Melhora do lar",B,11000,10.36,0,0.14,N,14
CKXGZgHZ-RtMmvtESgAvX-fFNAiPDKDS0m-JYXJ,24,70000,Alugada,4,Empreendimento,C,10000,12.41,0,0.14,S,2
ckyUnTYi-nzT3lfRIq1qU-POOondooPYnh-ySFg,22,69000,Hipotecada,4,Educativo,A,1000,7.4,0,0.01,N,2
cL3gZqnz-4rEpZs7Iczfa-0i15ReZnxJ5q-rpeU,22,160000,Própria,6,Empreendimento,A,7000,8.9,0,0.04,N,3
cl4CDbOB-wsHBUUEAZEkA-RgjEtw7ORHJZ-gvd8,23,65000,Hipotecada,7,Educativo,B,5125,10.71,0,0.08,N,4
CL6I30hk-2GafeYq2Btep-SL5fZBnp9PFQ-mCTp,27,78000,Alugada,4,"Melhora do lar",C,9600,12.29,0,0.12,S,9
cL6Wl8B4-ngPpgY4SUh9x-hmdUiUmeyBff-aA4N,32,86400,Hipotecada,16,Médico,A,8000,6.03,0,0.09,N,10
CLcjPcpy-MlZH2Lqu3rkp-Kmhn9vDLkfMh-ccIS,21,38000,Alugada,3,Pessoal,B,10000,12.18,0,0.26,N,3
cLEfoFFD-mxAJJzPHhzL6-W7QGGlutSdAz-3FsW,29,145000,Hipotecada,0,Empreendimento,D,14000,16.77,0,0.1,S,5
ClGfFisD-M9Q7nhkGehrC-4KfCOQsd8A4R-tXsc,23,31164,Hipotecada,7,"Pagamento de débitos",A,4500,6.62,0,0.14,N,2
cLHA48Gv-u7lGTIZi8ysF-mnCMfnYgFKLh-CJvc,22,40000,Alugada,1,Médico,B,6000,12.69,0,0.15,N,4
clHAvJKP-zmU5kgT3h1O8-HWixFR8UNn0h-KBL5,29,49000,Alugada,2,"Pagamento de débitos",D,12000,15.37,1,0.24,N,7
cLhcbWDE-KhPfkbhRlGe1-EavJCzxqLxOn-MJyr,27,60000,Alugada,1,Empreendimento,C,10000,13.22,0,0.17,N,7
cLHeXamZ-dkPs8gWr4rNz-hsklz8ir0o6r-3Xvh,28,56100,Hipotecada,12,Médico,A,10000,8.49,1,0.15,N,8
ClI0jSLd-G3KnwAPCO6IH-lyUUldpY2fmr-OsQZ,28,39600,Alugada,4,Pessoal,C,4000,12.61,1,0.1,N,10
cllJTxwE-q5wiJZ9dz6UW-LalDxdHQRWUj-1HC8,25,31000,Alugada,1,"Melhora do lar",D,6450,14.42,1,0.21,S,3
CLmaabqv-MqDaHM7QJuJ1-jDSwrPISbeFC-AD1I,26,46000,Alugada,2,Médico,B,6400,9.67,0,0.14,N,4
clNbZd6g-0AsDzMizOhgf-iM4ZyZhmw74i-vgAy,40,75000,Hipotecada,1,Empreendimento,A,10000,6.62,0,0.13,N,17
CLSPbUhE-AF72H91hvSQE-f0sWOiX338Nu-bM0m,39,60000,Alugada,4,"Pagamento de débitos",A,4300,7.49,0,0.07,N,17
CltmwkZD-w8GMNGbtreq4-zwj7AgT2GlBY-HUDl,27,60000,Própria,4,"Melhora do lar",A,10500,7.49,0,0.17,N,7
CLvFnnlh-6gEbmWxdOF2p-j4hurDbheC3I-EIEN,24,42000,Alugada,0,Empreendimento,B,8000,9.25,0,0.19,N,3
clvlSNAI-96EO5QHCT7yT-BjvtOmAxnkNm-HpO3,27,48996,Alugada,3,Empreendimento,B,12000,12.53,0,0.24,N,6
cLwCC1Of-jpKjrgprifkn-n7vxJXL9jMeA-2ALB,23,60000,Alugada,4,Pessoal,C,11400,15.23,0,0.19,S,4
ClxoH0jO-8RdhOAlHjx94-jdFMau5w7xwU-Bx3K,29,36000,Própria,2,Empreendimento,B,2500,10.99,0,0.07,N,7
CM0QqKZu-sIkyHsvfpNg0-KZ8RwvEEvuI5-9uhu,25,21000,Alugada,0,"Pagamento de débitos",B,4500,9.62,0,0.21,N,4
cM4y3gI0-OJgTuK5rags2-fkBPtBoOchrB-aPAt,28,175000,Alugada,7,"Melhora do lar",A,6000,7.9,0,0.03,N,10
Cm63LKHF-lE0FgWXJ4S3L-ztk7g31EsNPQ-EevZ,23,95000,Hipotecada,7,Educativo,C,15000,12.73,0,0.16,S,4
Cm69x1xl-RzDjLbRTt6v9-WqUnWob3fBRl-LrwR,31,39000,Alugada,5,Médico,C,6600,13.79,0,0.17,S,9
CM7rRye4-DJSkMog1Clyk-kgr5aRwlNBG4-YxXj,24,14400,Alugada,0,Pessoal,D,1600,18.25,1,0.11,N,3
CmalBuoS-TaFWHLgCgiUk-AqxLQPcmA5Wh-H3LK,24,60000,Hipotecada,8,Educativo,A,10000,6.03,0,0.17,N,3
cMaOiJuA-20Fc8TmDxG7Y-2QC6uw3ndDMb-0ZoJ,24,29000,Alugada,4,"Melhora do lar",B,8000,12.42,1,0.28,N,2
cMbPP7Te-HNoMPKnB7JHT-YoLNb06xIi83-jggb,22,48000,Própria,0,Empreendimento,D,1500,16.29,0,0.03,N,3
cmCxS3XO-SP3HEEXceaUn-P69pXbzEB1m3-Tn6u,24,81000,Alugada,2,"Pagamento de débitos",C,14000,14.17,0,0.17,N,4
CMEp62Le-rfU3PfuQTIS9-Szk5IhNqBFDH-0kKF,33,36000,Hipotecada,2,Educativo,E,6625,16.4,0,0.18,N,5
cMflQmaz-jzIJHudYgeg9-nczj38o0EErR-6fkp,27,56888,Alugada,8,"Melhora do lar",D,8000,16.29,0,0.14,N,5
cmfoM6zL-rQbYW5GPB5Dx-4PaA0a6DdGfd-3XXf,28,86652,Alugada,5,"Melhora do lar",B,20000,11.58,1,0.23,N,5
cMGahbaS-DxJku0taKwHn-ftZxpPxNrtNT-FMwo,28,90000,Hipotecada,3,Médico,B,21000,10.74,0,0.23,N,7
cMhTprE3-AfJKlsc8W0Ui-hL2no6Aw44NT-b0Yi,31,43812,Alugada,2,Médico,C,2400,14.35,0,0.05,N,5
CMI9CEPY-h64k8I2KvALH-zR7akskdDxrl-uJhh,22,96384,Hipotecada,6,Empreendimento,B,18000,10.25,0,0.19,N,3
cmjtb5Lk-MI8ImGdGRIGL-1CRrHSAd5AGX-YhFa,28,57936,Alugada,2,Médico,D,13650,14.42,1,0.24,N,10
CmLFifEq-og6k2JcY5wmc-fSreieZ7hK5w-g8Ba,22,57564,Hipotecada,6,"Pagamento de débitos",B,21000,11.48,0,0.36,N,3
CmmG9ZBY-lujsDjlXqF59-ke7v8gqAXRyo-fro7,34,75000,Alugada,9,"Pagamento de débitos",B,25000,10.38,1,0.33,N,8
CmmNLFiD-CfwSxcUDk9BF-CM9F1n1Yva5X-woKJ,24,110000,Hipotecada,8,Educativo,A,6000,8.59,0,0.05,N,3
cmMzZ4Tk-MeSRYM0roLk3-7y8lQ9HmhDp9-kGwh,27,60000,Hipotecada,3,"Melhora do lar",B,10000,12.53,0,0.17,N,10
cmNez1Cz-noKztpx3SaD7-3PgDJoflEdu0-zQ4m,22,51000,Alugada,4,Educativo,D,9000,15.33,0,0.18,N,4
CMOTzw1J-srD8IBavAsZz-RCUhlPxxzXl9-z5sH,29,32800,Alugada,13,Médico,E,12000,16.45,1,0.37,N,9
CmOYnkr4-dP7yMucjH900-sadRKMymjgYb-hoCQ,23,112995,Alugada,7,Empreendimento,A,2500,7.37,0,0.02,N,3
CMqDp8QM-mbBLZEzS5tWs-3bW7MhkIeobT-nnqt,29,55000,Hipotecada,5,"Pagamento de débitos",A,12000,7.49,0,0.22,N,8
cMT3DUg2-gbYGsWvukUAR-yb9bdJy33HH2-fTmB,32,125000,Hipotecada,3,Empreendimento,B,21000,11.71,0,0.17,N,10
cMU7i790-3tZesyBkZRT9-R5GGpEdd0LsF-2aet,21,12000,Alugada,0,Médico,B,4000,10.65,1,0.33,N,4
cMvyO0La-nR8bBhDGNSkJ-LnyG2TbBDZlD-cMC6,25,22812,Alugada,5,Educativo,D,4125,14.54,0,0.18,S,2
cMZOsE6A-BSGIRy0mP1dQ-weFPvbQz9R5K-NapZ,23,39600,Hipotecada,8,Médico,A,8250,9.32,0,0.21,N,3
cn6Z5lD5-hNNT3eAc7wWh-0oDpm9R8wwah-o4ds,27,60000,Alugada,0,Pessoal,A,3500,9.32,0,0.06,N,7
cn7KGupm-viRKSzzAAgPY-bpHDayN5HoKk-Pqsh,28,37290,Hipotecada,7,Pessoal,A,5500,5.42,0,0.15,N,5
cn7u37vF-1h3YI6JeZtFP-oGH2Z3xIOXrt-lzgF,31,27600,Alugada,16,"Pagamento de débitos",A,13000,6.54,1,0.47,N,9
CN7ykwOw-gDGod3UpHhpu-wST3EoaLteoH-C300,32,90000,Hipotecada,6,Pessoal,A,15600,7.9,0,0.17,N,9
CN8RSbcC-E6qxQyCh5u3P-9JwTvO57MmCP-6UsB,24,45000,Hipotecada,0,Empreendimento,A,5000,6.62,0,0.11,N,3
cN9jtQ7S-Qh4r5KoeG8iS-k61HIaMETXaW-vPBO,23,25000,Alugada,3,Empreendimento,B,10000,11.83,1,0.4,N,3
cN9pY5lt-LgHYQ3LvMeP4-aN5jI3BRmrF6-jDcs,23,65000,Hipotecada,3,Pessoal,A,8000,7.14,0,0.12,N,4
cnaIyz5T-kRQoA1wmLcKx-DKu3KoKvYxza-iXv7,29,18000,Alugada,5,Empreendimento,B,7000,10.99,1,0.39,N,5
CNAvAzlw-ergD2C4vP6Rp-K3rFbnCh8tKz-hWSL,25,100000,Hipotecada,9,Médico,A,3275,5.42,0,0.03,N,2
CndW5fm5-qxmxm0ot4a4m-8CEe4dmAHZdk-wkiG,21,66000,Hipotecada,5,Médico,A,18000,6.91,0,0.27,N,3
CnEatXMz-0OFAjIC7xbmw-QZCChkfNfqyC-uaPS,22,45000,Hipotecada,5,"Pagamento de débitos",C,5000,12.61,0,0.11,S,2
cNFeysFE-yOs7rgZY78t5-QK7mkl539pSy-BUzQ,24,33996,Hipotecada,8,Empreendimento,D,4000,14.91,0,0.12,S,2
cNFvcXG4-dhtpGM6SQka9-IliG5BSo1Ljr-ciTJ,23,59000,Hipotecada,7,Educativo,A,9000,8.49,0,0.15,N,4
CNGYSTsr-R1z8BINB4wmU-JKdro3ESgEgy-2BNR,22,15360,Própria,7,"Melhora do lar",B,2500,12.53,1,0.16,N,3
cNhUkJZ7-aindeS2MNMHS-m1SCTKNwQwzq-S1El,25,66300,Hipotecada,6,Médico,C,20000,15.27,1,0.26,N,4
CnI5yP3q-QOoGsMqWjD4G-Pj9OwCOfSTGT-LE0F,21,64424,Alugada,3,Pessoal,A,5000,6.03,0,0.08,N,4
cnJ7CN36-pMbvoqQiXeTo-19dIUcL5nwvI-5KDu,39,50760,Alugada,4,Educativo,E,6725,16.45,0,0.13,N,11
cNjqdalC-lZHLbrPqfrhP-fAMyOfttfzMz-mHGo,41,28800,Alugada,0,Médico,C,9600,13.49,1,0.33,N,16
cNJXoHQ2-bCKAERQZpwWN-4glbBk3YHHp1-7O2n,24,80000,Hipotecada,4,Empreendimento,A,3000,6.99,0,0.04,N,2
CnL3K2bU-DLaOCdHgCyrA-YHYqAeFBH4W5-6k5N,31,68000,Hipotecada,2,Pessoal,B,12000,12.69,0,0.18,N,9
CnltxKwM-tXbBGFlEFBiQ-vZuA7xfFS46K-44pM,24,80000,Alugada,3,Empreendimento,C,20000,13.06,0,0.25,S,3
CNMJvwqz-2vGAJqsKf6Tq-69uKPaBSTGRm-hdW9,22,48000,Própria,4,Pessoal,B,2400,11.46,0,0.05,N,3
cnN2XH7i-KONWHFbEl4oU-XWXaMkKnwb3C-ANPS,31,200000,Própria,4,"Melhora do lar",B,23500,10.99,0,0.12,N,5
cnPIqOLn-27UfjRzEskAt-vgxh68xQhgat-zjcW,36,72000,Própria,5,Empreendimento,B,6000,11.36,0,0.08,N,17
CNqfvtB4-DxFiHO7zg4B4-Z6dIrNwttLOU-Ht9F,21,24996,Alugada,0,"Pagamento de débitos",B,3000,11.49,0,0.12,N,3
CNqZBHSb-qDrKR7emDQAG-hFteAHF6UqEh-AxXl,27,30000,Alugada,5,Educativo,B,12000,11.36,1,0.4,N,9
CNqzojNm-4a7KkbLwbC22-5UDImA7Y4inN-BwAx,23,40000,Hipotecada,3,Empreendimento,B,4000,9.99,0,0.1,N,4
CNRlD0dN-FzJd9WXKYp65-NHhdDhAdk9zI-Jfhm,25,55000,Própria,9,Educativo,C,10000,13.57,0,0.18,S,2
cnTIapsr-viZaBzHYWaNW-OPsSQLgA4sHO-AGa5,28,42100,Alugada,0,Pessoal,B,4925,11.49,0,0.12,N,7
cnTkgNgX-72JFB2ugl8P3-Id3to7YyPrwd-8ZfC,31,117516,Hipotecada,3,Médico,C,21000,13.49,0,0.18,N,5
Cnuy6SwR-uSFaeZU8jR47-JYbhaTrjdsGa-Surq,24,22000,Hipotecada,8,Pessoal,A,8000,5.42,0,0.36,N,4
CNUzE8X5-iWFppObNMXuI-kzknEW51wm1U-zoWY,21,30000,Alugada,0,Médico,B,1000,10.99,0,0.03,N,2
CnvTwfpH-Sl7uRfnd1mex-iWaNX27WKC6Y-9okJ,24,32500,Hipotecada,6,Médico,C,6600,12.73,0,0.2,N,4
CNwjx8cR-U6mFlDXs1bOt-68MvJDmYMwtq-aPwW,27,75000,Hipotecada,3,Empreendimento,B,4000,11.49,0,0.05,N,7
CNYozary-1yCQYmRJZGE7-bKsoTBRKxwyj-KpSL,60,98000,Alugada,1,"Pagamento de débitos",D,15000,16.29,1,0.15,S,25
co5UFOJX-yL0nzMpC8NA7-uleCcH3aqdcp-FQ38,27,56244,Hipotecada,11,"Melhora do lar",C,12000,14.22,0,0.21,N,8
CO9QrnDL-X14QLkyabUhM-ru7h21zRbqbq-Fz6E,31,33600,Hipotecada,1,Médico,B,15250,12.53,0,0.45,N,8
coALYiFC-OcltIQJdC7eG-irFi3xCFiSOs-qcTO,23,65000,Hipotecada,4,"Pagamento de débitos",A,5400,8.9,0,0.08,N,3
cObz3wNU-LzJ6nb1JQC5q-29qOn687xDqh-WhEN,28,110000,Hipotecada,1,Médico,A,12000,8.94,0,0.11,N,7
coC57vzj-NQOaEsJILptI-R1Cej1EPtYk5-MDXA,23,180000,Hipotecada,2,Empreendimento,B,5000,9.33,0,0.03,N,2
cOCKKp0N-1XgpkI06bJis-7TUqAuHjshBD-m5wf,26,130000,Hipotecada,2,Médico,A,18000,7.9,0,0.14,N,2
CoCoPFO2-XtAwaW6cjZSi-Kqi2XQEcT4a6-YcE7,26,48000,Alugada,1,Educativo,E,15000,18.64,1,0.31,N,3
cODWPfUU-qOif8Aqwqpgu-NDvL7hLG4xcC-cRyn,22,44000,Alugada,3,"Pagamento de débitos",B,12000,11.86,1,0.27,N,2
CODx8dfk-JUtg52rg66CB-IJH4egGsXJ3e-CqRt,25,62000,Alugada,7,"Pagamento de débitos",A,15600,7.49,0,0.25,N,4
COfJMixs-ly6ar5KT2EZ5-2m5SQMlx2JFg-nic0,21,55000,Alugada,5,Empreendimento,B,12000,10.62,0,0.22,N,2
COG0HGK7-DdFOp3m9MYNO-WnqZD5wEpfxh-fiXY,24,109500,Hipotecada,3,Educativo,B,3500,10.75,0,0.03,N,3
CoGBARzY-3eToLaQE66Ut-GwTEY63Hz2B5-l6Pi,31,75000,Hipotecada,2,Educativo,A,12000,7.29,0,0.16,N,10
CogYyGXd-gW8Yyc960Jh9-3IR1Edj0TTP6-84mp,26,75000,Hipotecada,6,"Melhora do lar",C,29700,12.99,0,0.4,S,4
CoIFOJ2D-xgneoMyezbMd-ytAXzAguqlD2-qY0j,25,30720,Hipotecada,3,Empreendimento,B,2000,11.12,0,0.07,N,2
cOjphcx5-Bco3FQInWAFy-tEjS1564Ou1j-dkR1,31,84000,Hipotecada,12,"Melhora do lar",A,10000,5.99,0,0.12,N,8
